<DATE>	<CLOSE>	<VOL>
20171207	2103,15	28549119472
20171208	2104,99	23038211567
20171211	2148,6	29259723999
20171212	2160,75	32680518615
20171213	2131,94	36682457089
20171214	2152,41	32875084250
20171215	2143,99	25301869640
20171218	2134,58	27942037281
20171219	2118,16	27080052926
20171220	2102,97	31264522375
20171221	2093,38	34789016707
20171222	2102,94	20918042114
20171225	2105,06	10781756260
20171226	2097,03	11945064397
20171227	2106,17	26561492905
20171228	2102,89	18090090633
20171229	2109,74	14592386145
20180103	2152,97	21076095060
20180104	2197,6	36531245623
20180105	2207,41	25985573299
20180109	2225,39	44389501693
20180110	2232,27	40081917521
20180111	2246,45	35875188920
20180112	2262,38	37106213625
20180115	2261,53	28506021421
20180116	2257,89	34181194406
20180117	2277,89	41081164886
20180118	2297,47	50772584530
20180119	2286,33	40066007461
20180122	2308,61	32826159274
20180123	2298,95	40634954874
20180124	2306,99	33738711190
20180125	2320,03	52938287628
20180126	2295,26	42865841196
20180129	2284,27	43934120262
20180130	2280,36	47971484476
20180131	2289,99	47458773372
20180201	2302,57	47093257988
20180202	2281,84	45939793518
20180205	2276,85	38890404183
20180206	2238,24	64462131912
20180207	2254,64	40989154735
20180208	2227,24	39966166241
20180209	2197,12	56590762464
20180212	2220,12	34667140420
20180213	2250,63	36305983680
20180214	2257,95	42712377583
20180215	2265,45	44459857653
20180216	2255,27	57144044446
20180219	2254,92	31273799300
20180220	2270,12	37342072100
20180221	2320,32	52795619960
20180222	2336,82	53281227217
20180226	2353,16	59681509646
20180227	2341,89	37110806981
20180228	2296,8	48353151858
20180301	2297,9	43719292859
20180302	2288,84	39527790205
20180305	2309,53	30064306469
20180306	2303,32	41872699381
20180307	2291,23	40670500816
20180309	2311,69	24586686701
20180312	2318,01	29406900153
20180313	2319,38	35139312431
20180314	2275,24	45756038087
20180315	2272,49	56858203391
20180316	2294,6	53085050121
20180319	2281,72	34531469181
20180320	2291,18	42412581711
20180321	2309,36	45162819673
20180322	2285,76	37215174125
20180323	2285,53	40364094708
20180326	2240,85	39513731034
20180327	2262,5	33896290327
20180328	2249,23	33572493218
20180329	2274,62	33139009788
20180330	2270,98	9477762846
20180402	2256,64	24731128865
20180403	2263,85	33010239571
20180404	2265,6	34553316437
20180405	2296,25	37766035317
20180406	2281,23	34944219002
20180409	2090,88	1,50204E+11
20180410	2173,76	1,24043E+11
20180411	2192,15	97592338300
20180412	2210,05	71314150700
20180413	2175,16	65417234616
20180416	2143,67	72616341730
20180417	2191,19	66798295132
20180418	2241,49	76806200849
20180419	2230,55	59470439803
20180420	2232,66	31901961619
20180423	2250,99	63447445890
20180424	2253,77	46142806069
20180425	2253,5	40777232639
20180426	2286,02	45975451684
20180427	2301,49	45539771826
20180428	2297,3	6207773410
20180430	2307,02	25312081263
20180502	2306,42	32611287967
20180503	2274,07	44005292615
20180504	2289,47	29134920375
20180507	2297,12	23341193347
20180508	2301,99	35537935402
20180510	2312,92	44521731189
20180511	2345,26	41316398081
20180514	2357,62	31886758140
20180515	2337,03	44743693214
20180516	2338,39	49050292350
20180517	2323,51	36187090416
20180518	2326,94	35573995529
20180521	2332,63	28823716152
20180522	2326,87	28572359334
20180523	2295,57	32222355534
20180524	2294,01	30395213376
20180525	2306,57	36013728554
20180528	2311,28	15944786960
20180529	2298	32005810851
20180530	2297,6	36789811403
20180531	2302,88	72455908825
20180601	2295,34	30992079662
20180604	2323,64	26747618650
20180605	2318,23	38666583162
20180606	2315,45	28878723215
20180607	2316,07	26158374455
20180608	2267,92	45882925501
20180609	2281,51	3836924405
20180610	2281,51	0
20180611	2271,74	18541264496
20180613	2270,73	34112296130
20180614	2253,48	30274715001
20180615	2237,53	39005967477
20180618	2222,56	35216571494
20180619	2221,42	41548383292
20180620	2256,27	41441731501
20180621	2245,94	42440145102
20180622	2249,68	42578120343
20180625	2236,65	32559955747
20180626	2231,03	27829118843
20180627	2253,6	38166031297
20180628	2250,26	32903511208
20180629	2295,95	43129452214
20180702	2319,31	37968961509
20180703	2301,65	26549298775
20180704	2304,06	18501372052
20180705	2346,86	38556456314
20180706	2345,38	34371043039
20180709	2373,17	32654928783
20180710	2365,17	36236043236
20180711	2336,15	38450820046
20180712	2322,06	31609016309
20180713	2346,43	27780823504
20180716	2334,18	31527048878
20180717	2310,92	35884307790
20180718	2294,78	35900582680
20180719	2269,45	45942372516
20180720	2247,82	47233544788
20180723	2261,25	27733235485
20180724	2278,3	27847775733
20180725	2282,84	35315719812
20180726	2293,07	33130073215
20180727	2292,72	26609287256
20180730	2295,72	519508384
20180731	2321,11	35119566814
20180801	2315,18	26333344432
20180802	2295,15	31837651496
20180803	2297,99	36301662534
20180806	2299,88	29078761048
20180807	2312,19	33124676608
20180808	2293,01	55919027605
20180809	2309,58	65707960045
20180810	2275,05	55652069396
20180813	2285,61	49841536275
20180814	2282,88	41414851738
20180815	2267,13	41308786642
20180816	2261,09	27784927409
20180817	2255,12	24700335707
20180820	2272,49	24020335122
20180821	2291,76	26052281483
20180822	2297,06	33523925785
20180823	2260,04	50146168726
20180824	2279,76	45117580020
20180827	2312,93	24758900149
20180828	2316,28	28140874689
20180829	2348,44	29417341670
20180830	2330,92	34634950998
20180831	2345,85	31544256257
20180903	2346,08	16984179920
20180904	2336,38	26425382774
20180905	2321,33	26141343285
20180906	2320,65	29646878636
20180907	2321,82	32670059995
20180910	2335,85	34514794889
20180911	2335,19	44050812075
20180912	2340,63	40218912052
20180913	2357,32	58935651832
20180914	2360,26	40902679979
20180917	2373,75	33667666268
20180918	2402,58	42138828795
20180919	2404,42	41072771599
20180920	2400,89	78554783175
20180921	2426,8	42978921958
20180924	2430,01	38325790113
20180925	2444,22	41597933305
20180926	2427,29	37184779240
20180927	2474,57	60380653372
20180928	2475,36	52113681519
20181001	2472,22	34671183344
20181002	2449,7	36790896438
20181003	2493,91	49917202577
20181004	2465,03	49410547715
20181005	2450,9	43668542925
20181008	2454,28	35427421797
20181009	2443,83	43434513039
20181010	2417,69	42298071426
20181011	2366,47	60349852497
20181012	2403,02	35201152074
20181015	2389,05	28076383835
20181016	2417,26	33705253286
20181017	2411,42	35869645218
20181018	2378,62	30817151093
20181019	2344,79	46639001010
20181022	2308,56	44652064472
20181023	2305,58	53010855003
20181024	2336,49	79163935268
20181025	2331,59	46534534439
20181026	2293,22	40726161495
20181029	2317,06	30789249079
20181030	2299,98	33102965089
20181031	2352,71	40437425487
20181101	2359,33	40437475898
20181102	2377,95	38123502389
20181106	2412,31	37900124822
20181107	2445,34	48898088238
20181108	2438,62	43655024418
20181109	2403,47	48419017315
20181112	2393,81	34152730436
20181113	2374,94	44330355763
20181114	2378,59	49144655065
20181115	2381,45	35261635867
20181116	2372,67	32687415940
20181119	2373,78	30717170181
20181120	2341,6	36964348122
20181121	2357,97	34730902207
20181122	2369,53	26314234412
20181123	2342,97	34432642081
20181126	2308,5	54332953137
20181127	2338,71	42285635155
20181128	2381,12	45897758221
20181129	2398,56	50814138745
20181130	2392,5	38471533948
20181203	2441,19	52441577468
20181204	2443,38	40442645882
20181205	2445,55	33933154753
20181206	2412,31	39963838272
20181207	2431,29	42554020342
20181210	2396,84	33390001203
20181211	2394,26	35151485621
20181212	2370,35	34084868146
20181213	2378,5	32206789538
20181214	2365,69	30033157760
20181217	2359,13	29749112531
20181218	2350,29	44721501607
20181219	2358,58	36660622593
20181220	2352,88	46974905347
20181221	2347,17	44325417892
20181224	2322,27	19330544476
20181225	2290,86	18561229588
20181226	2308,85	14946480535
20181227	2327,81	28111243381
20181228	2358,5	23673897498
20181229	2369,33	5558291496
20190103	2375,6	23065788705
20190104	2406,5	19959820960
20190108	2389,69	26939659761
20190109	2414,13	36438416186
20190110	2434,15	34451721995
20190111	2444,45	36424668133
20190114	2440,15	23439359445
20190115	2439,55	33635616939
20190116	2434,6	32907264250
20190117	2447,64	37213378398
20190118	2473,61	37820541643
20190121	2468,25	26991302001
20190122	2468,73	33716589106
20190123	2491,49	39470414561
20190124	2482,71	49338802888
20190125	2498,23	33976676965
20190128	2476,81	33484046715
20190129	2498,35	36139908091
20190130	2511,86	37518582254
20190131	2521,1	49213875975
20190201	2521,7	35065274603
20190204	2523,52	26735197993
20190205	2547,27	31797859136
20190206	2539,73	29001686984
20190207	2509,89	38004832275
20190208	2502,82	29567612063
20190211	2510,22	29342767885
20190212	2533,32	35489709407
20190213	2485,76	47947396767
20190214	2460,82	67123856506
20190215	2490,16	39844301018
20190218	2472,41	34132355469
20190219	2458,55	32660348400
20190220	2487,82	36870678117
20190221	2470,23	34041725238
20190222	2488,63	25275826319
20190225	2494,63	35735569766
20190226	2494,02	31084467579
20190227	2490,65	32322738220
20190228	2485,27	39629723474
20190301	2478,01	28260360891
20190304	2473,79	24422972573
20190305	2466,23	29496259851
20190306	2494,04	33571749209
20190307	2476,64	30847186081
20190311	2465,94	32602490875
20190312	2468,25	28723043709
20190313	2470,61	43732949435
20190314	2457,79	33427534320
20190315	2476,73	26077556505
20190318	2483,7	32457707513
20190319	2493,28	31439073560
20190320	2504,23	35444167458
20190321	2507,81	48940206032
20190322	2492,7	31444798853
20190325	2497,59	45183821470
20190326	2512,63	39676577286
20190327	2487,48	38964810548
20190328	2492,4	30731748797
20190329	2497,1	43910790280
20190401	2521,25	35087812349
20190402	2527,77	33296594199
20190403	2532,32	47180753522
20190404	2535,5	34238890327
20190405	2540,99	36421477031
20190408	2560,07	38456539062
20190409	2570,28	55676482740
20190410	2578,58	64251478341
20190411	2551,45	52873386571
20190412	2559,72	43951498042
20190415	2545,12	29718578011
20190416	2559,84	46613245041
20190417	2568,26	39274050192
20190418	2560,8	29544889062
20190419	2563,9	8587688322
20190422	2584,74	20973319508
20190423	2587,48	37643056664
20190424	2579,05	34573260674
20190425	2560,94	48525675409
20190426	2563,72	43572408109
20190429	2569,83	29659672341
20190430	2559,32	42124534042
20190502	2575,22	26398021869
20190503	2580,95	29668998422
20190506	2579,75	26022038505
20190507	2565,1	36068048166
20190508	2544,43	31553595639
20190510	2514,87	32539558434
20190513	2508,87	34323742686
20190514	2562,33	82182216496
20190515	2554,49	66054807596
20190516	2581,11	61654223129
20190517	2577,48	40720982139
20190520	2571,65	34176859445
20190521	2616,53	56403537555
20190522	2638,71	45253827797
20190523	2618,61	49747781733
20190524	2619,24	47877297788
20190527	2632,95	23530867382
20190528	2609,78	98945517838
20190529	2641,15	49106817280
20190530	2659,52	47216735525
20190531	2665,33	44693230156
20190603	2729,93	97976285815
20190604	2706,29	70439133522
20190605	2701,84	45164978846
20190606	2728,25	50735942371
20190607	2729,61	54064789996
20190610	2742,59	46566321728
20190611	2751,75	62709372954
20190613	2758,36	57421078682
20190614	2739,28	45550209632
20190617	2734,31	43818275359
20190618	2761,69	46177918076
20190619	2759,12	39841689277
20190620	2780,2	71303677857
20190621	2761,23	44826604168
20190624	2762,65	30592428942
20190625	2753,96	34638511345
20190626	2775,14	38806941310
20190627	2779,66	37902608243
20190628	2765,85	41769434619
20190701	2801,47	55325833342
20190702	2809,81	35327149974
20190703	2823,95	45405020132
20190704	2842,78	46950645942
20190705	2835,35	44191358354
20190708	2822,55	40589081211
20190709	2822,66	35414060387
20190710	2822,75	46408347141
20190711	2789,66	44487900680
20190712	2777,58	38423366017
20190715	2756,44	39047746043
20190716	2755,88	41461661397
20190717	2713,17	40758123472
20190718	2702,59	30516614440
20190719	2700,57	31167962584
20190722	2684,25	33298774651
20190723	2701,06	34134506817
20190724	2682,91	33918482808
20190725	2701,02	69073047387
20190726	2715,68	73825365556
20190729	2728,27	34389125864
20190730	2734,68	39132766334
20190731	2739,5	46183249195
20190801	2729,42	40678706466
20190802	2674,9	64541974469
20190805	2649,16	49998128898
20190806	2683,35	47612187589
20190807	2674,98	49041190263
20190808	2696,69	39678960853
20190809	2679,71	32686121043
20190812	2689,93	28453904405
20190813	2680,12	45413014687
20190814	2637,04	46870223317
20190815	2625,58	47696518593
20190816	2615,2	34790182695
20190819	2648,09	41508646386
20190820	2672,84	41833885322
20190821	2673,95	35687208432
20190822	2675,13	37929633437
20190823	2660,74	39340472307
20190826	2658,24	25136294862
20190827	2659,35	68464614910
20190828	2677,31	43582864484
20190829	2714,25	47041546243
20190830	2740,04	54743444560
20190902	2773,01	44975843551
20190903	2774,2	69135038021
20190904	2793,36	67735228289
20190905	2807,06	61951409293
20190906	2797,55	41138898648
20190909	2786,63	30105613162
20190910	2787,52	46262429644
20190911	2817,05	48054463895
20190912	2799,99	56544628524
20190913	2791,74	38382003002
20190916	2834,32	65049241158
20190917	2820,86	62146876445
20190918	2818,6	37671896359
20190919	2794,77	49313606753
20190920	2796,41	30772974305
20190923	2780,05	26812206820
20190924	2754,53	40017599718
20190925	2760,29	39058736761
20190926	2772,7	37187282318
20190927	2757,98	23497415582
20190930	2747,18	34819037706
20191001	2758,83	38367426637
20191002	2719,39	43551257887
20191003	2707,47	43344823777
20191004	2692,55	33691774673
20191007	2719,22	33400560149
20191008	2707,89	32965289155
20191009	2713,02	35757950334
20191010	2721,51	31658613166
20191011	2708,07	48699135961
20191014	2697,46	36494400353
20191015	2715,26	42314957227
20191016	2744,35	56833890000
20191017	2748,64	44967643666
20191018	2752,91	37356608769
20191021	2761,15	43161679601
20191022	2802,23	55307841355
20191023	2821,58	61075225027
20191024	2877,05	75485794925
20191025	2873,41	76453278579
20191028	2856,91	72388336295
20191029	2886,48	69916634559
20191030	2911,15	73012112380
20191031	2893,98	74972930699
20191101	2930,4	55876937524
20191105	2949,55	58231346075
20191106	2980,84	55687574351
20191107	3008,54	66187325116
20191108	2973,19	51139297570
20191111	2961,46	52265140824
20191112	2951,16	62686619719
20191113	2933,89	57048154025
20191114	2922,45	73661854887
20191115	2934,82	56573349968
20191118	2924,48	57563015707
20191119	2941,69	52625366958
20191120	2936,47	80771811290
20191121	2942,6	85052547946
20191122	2947,68	55892162749
20191125	2955,32	39224030391
20191126	2930,62	87286376988
20191127	2929,05	41768925555
20191128	2927,57	32904617965
20191129	2935,37	44118054573
20191202	2921,18	56256810740
20191203	2883,48	56001063840
20191204	2900,66	46424481795
20191205	2899,29	44862391520
20191206	2928,76	43574389618
